58,29260,458
43,11480,180
17,560,9
43,11480,180
35,5984,94
40,9139,143
63,37820,591
55,24804,388
50,18424,288
50,18424,288
49,17296,271
41,9880,155
34,5456,86
40,9139,143
43,11480,180
40,9139,143
32,4495,71
38,7770,122
44,12341,193
47,15180,238
60,32509,508
44,12341,193
55,24804,388
40,9139,143
44,12341,193
40,9139,143
33,4960,78
56,26235,410
49,17296,271
49,17296,271
69,50116,784
60,32509,508
12,165,3
28,2925,46
48,16215,254
62,35990,563
44,12341,193
66,43680,683
40,9139,143
23,1540,25
56,26235,410
37,7140,112
59,30856,483
49,17296,271
50,18424,288
58,29260,458
56,26235,410
69,50116,784
43,11480,180
11,120,2
19,816,13
34,5456,86
38,7770,122
50,18424,288
49,17296,271
29,3276,52
48,16215,254
56,26235,410
30,3654,58
24,1771,28
64,39711,621
55,24804,388
30,3654,58
52,20825,326
57,27720,434
51,19600,307
21,1140,18
22,1330,21
39,8436,132
52,20825,326
52,20825,326
65,41664,651
35,5984,94
25,2024,32
31,4060,64
35,5984,94
31,4060,64
32,4495,71
44,12341,193
53,22100,346
42,10660,167
27,2600,41
29,3276,52
63,37820,591
59,30856,483
55,24804,388
45,13244,207
59,30856,483
41,9880,155
28,2925,46
35,5984,94
69,50116,784
74,62196,972
57,27720,434
55,24804,388
31,4060,64
34,5456,86
61,34220,535
45,13244,207
50,18424,288
61,34220,535
37,7140,112
63,37820,591
57,27720,434
59,30856,483
37,7140,112
51,19600,307
42,10660,167
34,5456,86
58,29260,458
38,7770,122
71,54740,856
29,3276,52
44,12341,193
51,19600,307
48,16215,254
29,3276,52
49,17296,271
35,5984,94
41,9880,155
24,1771,28
47,15180,238
29,3276,52
36,6545,103
29,3276,52
23,1540,25
50,18424,288
27,2600,41
53,22100,346
41,9880,155
51,19600,307
56,26235,410
34,5456,86
50,18424,288
9,56,1
59,30856,483
44,12341,193
66,43680,683
54,23426,367
58,29260,458
38,7770,122
60,32509,508
27,2600,41
43,11480,180
74,62196,972
76,67525,1056
39,8436,132
29,3276,52
53,22100,346
76,67525,1056
48,16215,254
28,2925,46
48,16215,254
25,2024,32
60,32509,508
19,816,13
46,14190,222
44,12341,193
30,3654,58
49,17296,271
45,13244,207
26,2300,36
46,14190,222
51,19600,307
47,15180,238
39,8436,132
37,7140,112
46,14190,222
20,969,16
31,4060,64
45,13244,207
61,34220,535
25,2024,32
58,29260,458
55,24804,388
65,41664,651
48,16215,254
37,7140,112
63,37820,591
42,10660,167
35,5984,94
39,8436,132
19,816,13
48,16215,254
38,7770,122
41,9880,155
35,5984,94
30,3654,58
14,286,5
22,1330,21
50,18424,288
55,24804,388
39,8436,132
33,4960,78
67,45760,715
30,3654,58
33,4960,78
65,41664,651
57,27720,434
35,5984,94
49,17296,271
59,30856,483
20,969,16
42,10660,167
60,32509,508
49,17296,271
16,455,8
49,17296,271
40,9139,143
34,5456,86
33,4960,78
40,9139,143
62,35990,563
45,13244,207
32,4495,71
47,15180,238
62,35990,563
43,11480,180
41,9880,155
48,16215,254
42,10660,167
46,14190,222
42,10660,167
48,16215,254
42,10660,167
49,17296,271
60,32509,508
26,2300,36
37,7140,112
40,9139,143
38,7770,122
36,6545,103
32,4495,71
44,12341,193
39,8436,132
46,14190,222
58,29260,458
50,18424,288
73,59640,932
62,35990,563
42,10660,167
39,8436,132
65,41664,651
51,19600,307
47,15180,238
61,34220,535
48,16215,254
61,34220,535
43,11480,180
49,17296,271
34,5456,86
34,5456,86
37,7140,112
60,32509,508
64,39711,621
58,29260,458
58,29260,458
55,24804,388
16,455,8
51,19600,307
50,18424,288
57,27720,434
38,7770,122
42,10660,167
34,5456,86
31,4060,64
33,4960,78
26,2300,36
38,7770,122
29,3276,52
49,17296,271
47,15180,238
72,57155,894
30,3654,58
32,4495,71
36,6545,103
60,32509,508
25,2024,32
61,34220,535
34,5456,86
53,22100,346
52,20825,326
44,12341,193
50,18424,288
47,15180,238
47,15180,238
46,14190,222
34,5456,86
70,52394,819
38,7770,122
62,35990,563
34,5456,86
50,18424,288
40,9139,143
51,19600,307
48,16215,254
53,22100,346
44,12341,193
40,9139,143
37,7140,112
65,41664,651
56,26235,410
67,45760,715
70,52394,819
63,37820,591
39,8436,132
61,34220,535
43,11480,180
71,54740,856
52,20825,326
49,17296,271
57,27720,434
41,9880,155
20,969,16
40,9139,143
28,2925,46
31,4060,64
50,18424,288
52,20825,326
37,7140,112
54,23426,367
29,3276,52
55,24804,388
57,27720,434
44,12341,193
38,7770,122
32,4495,71
57,27720,434
41,9880,155
69,50116,784
58,29260,458
35,5984,94
17,560,9
51,19600,307
36,6545,103
57,27720,434
35,5984,94
50,18424,288
61,34220,535
42,10660,167
63,37820,591
32,4495,71
40,9139,143
41,9880,155
40,9139,143
31,4060,64
50,18424,288
55,24804,388
48,16215,254
24,1771,28
66,43680,683
48,16215,254
40,9139,143
57,27720,434
43,11480,180
26,2300,36
23,1540,25
17,560,9
10,84,2
54,23426,367
5,4,1
47,15180,238
32,4495,71
37,7140,112
64,39711,621
40,9139,143
55,24804,388
28,2925,46
58,29260,458
43,11480,180
34,5456,86
39,8436,132
50,18424,288
52,20825,326
35,5984,94
43,11480,180
69,50116,784
24,1771,28
28,2925,46
61,34220,535
51,19600,307
25,2024,32
65,41664,651
13,220,4
40,9139,143
47,15180,238
41,9880,155
43,11480,180
56,26235,410
33,4960,78
68,47905,749
