218,23436,367
199,19503,305
222,24310,380
166,13530,212
165,13366,209
79,3003,47
206,20910,327
200,19701,308
188,17391,272
216,23005,360
139,9453,148
179,15753,247
208,21321,334
275,37401,585
187,17205,269
161,12720,199
226,25200,394
226,25200,394
214,22578,353
212,22155,347
172,14535,228
210,21736,340
160,12561,197
198,19306,302
179,15753,247
156,11935,187
176,15225,238
182,16290,255
250,30876,483
197,19110,299
174,14878,233
203,20301,318
188,17391,272
211,21945,343
153,11476,180
216,23005,360
197,19110,299
236,27495,430
191,17955,281
247,30135,471
230,26106,408
167,13695,214
201,19900,311
216,23005,360
204,20503,321
209,21528,337
284,39903,624
215,22791,357
211,21945,343
198,19306,302
169,14028,220
249,30628,479
277,37950,593
131,8385,132
160,12561,197
233,26796,419
198,19306,302
216,23005,360
229,25878,405
192,18145,284
239,28203,441
176,15225,238
175,15051,236
117,6670,105
136,9045,142
192,18145,284
188,17391,272
275,37401,585
154,11628,182
185,16836,264
221,24090,377
204,20503,321
144,10153,159
210,21736,340
232,26565,416
241,28680,449
202,20100,315
233,26796,419
211,21945,343
210,21736,340
177,15400,241
237,27730,434
221,24090,377
227,25425,398
242,28920,452
164,13203,207
234,27028,423
275,37401,585
168,13861,217
202,20100,315
186,17020,266
183,16471,258
159,12403,194
247,30135,471
161,12720,199
167,13695,214
234,27028,423
257,32640,510
202,20100,315
218,23436,367
183,16471,258
262,33930,531
159,12403,194
217,23220,363
217,23220,363
222,24310,380
251,31125,487
88,3741,59
203,20301,318
191,17955,281
204,20503,321
196,18915,296
201,19900,311
189,17578,275
191,17955,281
220,23871,373
138,9316,146
247,30135,471
214,22578,353
191,17955,281
140,9591,150
194,18528,290
215,22791,357
73,2556,40
276,37675,589
217,23220,363
159,12403,194
99,4753,75
215,22791,357
200,19701,308
217,23220,363
192,18145,284
269,35778,560
128,8001,126
229,25878,405
120,7021,110
224,24753,387
218,23436,367
155,11781,185
233,26796,419
174,14878,233
227,25425,398
185,16836,264
218,23436,367
129,8128,127
231,26335,412
175,15051,236
168,13861,217
169,14028,220
95,4371,69
228,25651,401
178,15576,244
205,20706,324
229,25878,405
205,20706,324
225,24976,391
194,18528,290
220,23871,373
212,22155,347
152,11325,177
170,14196,222
250,30876,483
224,24753,387
197,19110,299
163,13041,204
187,17205,269
229,25878,405
106,5460,86
203,20301,318
157,12090,189
112,6105,96
198,19306,302
143,10011,157
187,17205,269
228,25651,401
79,3003,47
174,14878,233
118,6786,107
199,19503,305
184,16653,261
154,11628,182
163,13041,204
266,34980,547
184,16653,261
202,20100,315
189,17578,275
180,15931,249
209,21528,337
243,29161,456
202,20100,315
189,17578,275
171,14365,225
164,13203,207
209,21528,337
208,21321,334
168,13861,217
121,7140,112
202,20100,315
181,16110,252
263,34191,535
263,34191,535
171,14365,225
152,11325,177
214,22578,353
154,11628,182
122,7260,114
197,19110,299
165,13366,209
243,29161,456
240,28441,445
189,17578,275
255,32131,503
185,16836,264
213,22366,350
144,10153,159
242,28920,452
198,19306,302
217,23220,363
220,23871,373
193,18336,287
214,22578,353
192,18145,284
127,7875,124
208,21321,334
232,26565,416
220,23871,373
246,29890,468
197,19110,299
222,24310,380
220,23871,373
165,13366,209
217,23220,363
234,27028,423
225,24976,391
248,30381,475
120,7021,110
227,25425,398
207,21115,330
215,22791,357
134,8778,138
195,18721,293
210,21736,340
229,25878,405
182,16290,255
231,26335,412
152,11325,177
234,27028,423
217,23220,363
205,20706,324
233,26796,419
241,28680,449
236,27495,430
180,15931,249
164,13203,207
168,13861,217
182,16290,255
179,15753,247
142,9870,155
161,12720,199
221,24090,377
111,5995,94
253,31626,495
197,19110,299
250,30876,483
182,16290,255
184,16653,261
83,3321,52
201,19900,311
109,5778,91
230,26106,408
239,28203,441
213,22366,350
195,18721,293
169,14028,220
225,24976,391
258,32896,514
246,29890,468
207,21115,330
210,21736,340
194,18528,290
193,18336,287
182,16290,255
162,12880,202
238,27966,437
213,22366,350
206,20910,327
218,23436,367
231,26335,412
235,27261,426
183,16471,258
217,23220,363
244,29403,460
249,30628,479
210,21736,340
228,25651,401
259,33153,519
223,24531,384
165,13366,209
222,24310,380
200,19701,308
204,20503,321
223,24531,384
168,13861,217
238,27966,437
233,26796,419
137,9180,144
94,4278,67
204,20503,321
218,23436,367
185,16836,264
190,17766,278
197,19110,299
236,27495,430
264,34453,539
245,29646,464
119,6903,108
203,20301,318
168,13861,217
213,22366,350
170,14196,222
125,7626,120
212,22155,347
191,17955,281
220,23871,373
199,19503,305
217,23220,363
197,19110,299
127,7875,124
186,17020,266
240,28441,445
220,23871,373
208,21321,334
177,15400,241
239,28203,441
225,24976,391
246,29890,468
161,12720,199
231,26335,412
197,19110,299
173,14706,230
199,19503,305
187,17205,269
169,14028,220
71,2415,38
208,21321,334
257,32640,510
172,14535,228
200,19701,308
220,23871,373
231,26335,412
192,18145,284
215,22791,357
180,15931,249
188,17391,272
240,28441,445
279,38503,602
218,23436,367
97,4560,72
207,21115,330
192,18145,284
238,27966,437
155,11781,185
215,22791,357
197,19110,299
183,16471,258
162,12880,202
159,12403,194
228,25651,401
207,21115,330
77,2850,45
175,15051,236
